Function Name, Cumulative Stack Size, Branch Type
"topo_bg_thread_buffering_delay_us(void*)",1544,Recursive
"ultrasound_proc_svc_sync_rx_ref_rx(us_circ_buff_state_t*, unsigned short const*, long*)",1544,Recursive
"capi_v2_mfc_raise_process_state_event(_capi_v2_media_format_converter_t*, unsigned char)",1544,Recursive
"capi_v2_pcm_dec_get_static_properties(capi_v2_proplist_t*, capi_v2_proplist_t*)",1544,Recursive
"stream_router_svc_custom_reg_comp_fmt_chg(stream_router_svc_t*)",1544,Recursive
"topo_update_olm_response_handler_module_info(topo_olm_response_handler*, unsigned long, unsigned long, unsigned short)",1544,Recursive
"ultrasound_proc_gesture_svc_queue_frame_data_buffer(ultrasound_proc_gesture_svc_t*, qurt_elite_bufmgr_node_t*)",1544,Recursive
"MtMx_PspdGetMsg(qurt_elite_queue_t*, elite_msg_any_t*)",1544,Recursive
"sample_slip_reset(capi_v2_sample_slip_t*)",1544,Recursive
"venc_set_voc_param(void*, elite_msg_any_t*)",1544,Recursive
"vprx_unsupported_cmd(void*, elite_msg_any_t*)",1544,Recursive
"capi_v2_lec_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1544,Recursive
"vprx_set_timingv2_cmd(void*, elite_msg_any_t*)",1544,Recursive
"vptx_connect_rx_peer_cmd(void*, elite_msg_any_t*)",1544,Recursive
"vptx_connect_dwn_stream_cmd(void*, elite_msg_any_t*)",1544,Recursive
"capi_v2_mfc_raise_kpps_event(_capi_v2_media_format_converter_t*)",1544,Recursive
"ultrasound_proc_svc_workloop(void*)",1544,Recursive
"venc_stream_pp_capi_init_lib(venc_t*, voice_capi_module_t*, capi_v2_proplist_t*)",1544,Recursive
"capi_v2_efr_dec_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1544,Recursive
"vptx_disconnect_dwn_stream_cmd(void*, elite_msg_any_t*)",1544,Recursive
"capi_v2_voice_iir_mic1_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1544,Recursive
"capi_v2_voice_iir_mic2_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1544,Recursive
"capi_v2_voice_iir_mic3_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1544,Recursive
"capi_v2_voice_iir_mic4_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1544,Recursive
"capi_v2_soft_vol_update_delay_event(capi_v2_soft_vol*, unsigned long)",1544,Recursive
"capi_v2_voice_volume_control_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1544,Recursive
"voice_volume_control_get_static_properties_internal(capi_v2_proplist_t*, capi_v2_proplist_t*)",1544,Recursive
"capi_v2_dynamic_resampler_update_raise_process_event(capi_v2_dynamic_resampler*)",1544,Recursive
"_rtld_digest_dynamic",1544,Recursive
"afe_audioif_mux_deinit",1544,Recursive
"afe_dma_mgr_write",1544,Recursive
"afe_hdmi14_driver_deinit",1544,Recursive
"afe_i2s_driver_deinit",1544,Recursive
"afe_lpass_core_clk_deinit",1544,Recursive
"afe_pcm_driver_deinit",1544,Recursive
"afe_port_update_aggregated_client_kpps_and_bw",1544,Recursive
"afe_port_update_aggregated_client_kpps_and_bw.1.2_i8_1",1544,Recursive
"afe_tdm_driver_deinit",1544,Recursive
"avtimer_server_restart_timer",1544,Recursive
"capi_v2_efr_dec_get_static_properties",1544,Recursive
"capi_v2_efr_enc_get_static_properties",1544,Recursive
"capi_v2_evs_enc_get_static_properties",1544,Recursive
"capi_v2_g729ab_enc_get_static_properties",1544,Recursive
"capi_v2_hr_dec_get_static_properties",1544,Recursive
"capi_v2_hr_enc_get_static_properties",1544,Recursive
"capi_v2_pcm_enc_get_static_properties",1544,Recursive
"capi_v2_pcm_fb_dec_get_static_properties",1544,Recursive
"capi_v2_pcm_nb_dec_get_static_properties",1544,Recursive
"capi_v2_pcm_swb_dec_get_static_properties",1544,Recursive
"capi_v2_pcm_wb_dec_get_static_properties",1544,Recursive
"capi_v2_rx_gain_get_static_properties",1544,Recursive
"capi_v2_rx_volume_control_get_static_properties",1544,Recursive
"capi_v2_slow_talk_get_static_properties",1544,Recursive
"capi_v2_voice_fir_get_static_properties",1544,Recursive
"capi_v2_voice_gain_dep_iir_get_static_properties",1544,Recursive
"capi_v2_voice_hpf_get_static_properties",1544,Recursive
"capi_v2_voice_iir_get_static_properties",1544,Recursive
"capi_v2_voice_iir_mic1_get_static_properties",1544,Recursive
"capi_v2_voice_iir_mic2_get_static_properties",1544,Recursive
"capi_v2_voice_iir_mic3_get_static_properties",1544,Recursive
"capi_v2_voice_iir_mic4_get_static_properties",1544,Recursive
"capi_v2_voice_iir_mic_set_param",1544,Recursive
"capi_v2_voice_resampler_get_static_properties",1544,Recursive
"capi_v2_voice_soft_mute_get_static_properties",1544,Recursive
"capi_v2_voice_volume_control_get_static_properties",1544,Recursive
"diag_pd_buf_mode_change",1544,Recursive
"feedback_push_buf_to_buf_q",1544,Recursive
"feedback_send_buf_to_data_q",1544,Recursive
"hal_pcm_init",1544,Recursive
"hal_tdm_init",1544,Recursive
"qmi_cci_os_signal_init_self",1544,Recursive
"qurt_elite_memorymap_get_mapping_mode",1544,Recursive
"rcevt_getregistrants_name",1544,Recursive
"rcevt_signal_name",1544,Recursive
"rs_mmpm_deregister",1544,Recursive
"sd_drift_calc_update_drift",1544,Recursive
"stream_router_svc_reset_session_clock",1544,Recursive
"Adm_GetDeviceCmdQ",1536,Recursive
"XCdP2TT3oK",1536,Recursive
"vcm_deboost(vcm_t*)",1536,Recursive
"dtmf_gen_cb_func(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",1536,Recursive
"capi_v2_hpcm_cb_func(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",1536,Recursive
"acdb_file_reader_seek(void*, unsigned long, unsigned long)",1536,Recursive
"afe_sidetone_iir_init(afe_sidetone_iir_struct*)",1536,Recursive
"vpm_parse_clk_ctrl_mod(vpm_session_object_t*, vpm_device_config_entry_t*)",1536,Recursive
"vpm_set_session_params(vpm_session_object_t*)",1536,Recursive
"afe_set_hdmi_output_cfg(afe_dev_port*, signed char*, unsigned long)",1536,Recursive
"capi_v2_tty_enc_cb_func(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",1536,Recursive
"capi_v2_limiter_init_lib(capi_v2_limiter_t*)",1536,Recursive
"vpm_parse_sound_device_mod(vpm_session_object_t*, vpm_device_config_entry_t*)",1536,Recursive
"avsync_lib_set_internal_param(void*, unsigned long, void const*, unsigned long)",1536,Recursive
"avsync_lib_set_internal_param(void*, unsigned long, void const*, unsigned long) (.1.1_i32_0.3_i32_8)",1536,Recursive
"avsync_lib_set_internal_param(void*, unsigned long, void const*, unsigned long) (.1.1_i32_1.3_i32_8)",1536,Recursive
"avsync_lib_set_internal_param(void*, unsigned long, void const*, unsigned long) (.2.1_i32_1.3_i32_8)",1536,Recursive
"voice_topo_get_module_info_tx(vptx_t*, unsigned long, unsigned short, unsigned long, voice_capi_module_t**)",1536,Recursive
"ultrasound_enc_svc_run_handler(ultrasound_enc_svc_t*, elite_msg_any_t*)",1536,Recursive
"vpm_parse_device_config_wv_mod(vpm_session_object_t*, vpm_device_config_entry_t*, unsigned long*)",1536,Recursive
"ultrasound_dec_svc_get_input_data_cmd(ultrasound_dec_svc_t*)",1536,Recursive
"ultrasound_proc_svc_get_output_data_cmd(ultrasound_proc_svc_t*)",1536,Recursive
"afe_err_handler_set_port_signal_miss_cfg(afe_dev_port*, signed char*, unsigned short, unsigned long)",1536,Recursive
"capi_v2_virtualizer_set_config_enable_param(capi_v2_virtualizer*)",1536,Recursive
"vds_thread(void*)",1536,Recursive
"vcm_cpu_boost_cb(void*, unsigned int, void*, unsigned int)",1536,Recursive
"afe_i2s_set_param(void*, unsigned long, signed char*, unsigned long)",1536,Recursive
"afe_tdm_set_param(void*, unsigned long, signed char*, unsigned long)",1536,Recursive
"afe_hdmi14_set_param(void*, unsigned long, signed char*, unsigned long)",1536,Recursive
"capi_v2_aig_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1536,Recursive
"capi_v2_drc_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1536,Recursive
"afe_i2s_set_properties(void*, unsigned long, signed char*, unsigned long)",1536,Recursive
"AudioStreamMgr_WorkLoop(void*)",1536,Recursive
"raw_passthru_capi_v2_end(capi_v2_t*)",1536,Recursive
"capi_v2_hpcm_get_properties(capi_v2_t*, capi_v2_proplist_t*)",1536,Recursive
"capi_v2_sample_slip_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1536,Recursive
"capi_v2_voice_hpf_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1536,Recursive
"topo_allocate_module_memory(topo_struct*, unsigned long, unsigned char, AudPP_AudProcType)",1536,Recursive
"topo_topo_media_fmt_to_adsp(topo_media_fmt_v2_t*, _AdspAudioMediaFormatInfo_t*)",1536,Recursive
"capi_v2_tty_enc_get_properties(capi_v2_t*, capi_v2_proplist_t*)",1536,Recursive
"capi_v2_dtmf_gen_get_properties(capi_v2_t*, capi_v2_proplist_t*)",1536,Recursive
"capi_v2_sample_slip_get_properties(capi_v2_t*, capi_v2_proplist_t*)",1536,Recursive
"capi_v2_voice_gain_dep_iir_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1536,Recursive
"capi_v2_voice_resampler_get_properties(capi_v2_t*, capi_v2_proplist_t*)",1536,Recursive
"capi_v2_voice_soft_mute_get_properties(capi_v2_t*, capi_v2_proplist_t*)",1536,Recursive
"capi_v2_voice_volume_control_get_properties(capi_v2_t*, capi_v2_proplist_t*)",1536,Recursive
"CUsGestureLib::Process(CAPI_BufList_t const*, CAPI_BufList_t*, CAPI_Buf_t*)",1536,Recursive
"CUsProximityLib::Process(CAPI_BufList_t const*, CAPI_BufList_t*, CAPI_Buf_t*)",1536,Recursive
"CCapiUsDetectLib::Process(CAPI_BufList_t const*, CAPI_BufList_t*, CAPI_Buf_t*)",1536,Recursive
"CCapiFreeFormEncoderLib::ReInit(CAPI_Buf_t*)",1536,Recursive
"afe_dma_mgr_stop",1536,Recursive
"afe_slimbus_core_driver_close",1536,Recursive
"afe_slimbus_core_driver_open",1536,Recursive
"avtimer_server_stop_timer",1536,Recursive
"cvd_cal_validate_table",1536,Recursive
"eTagMp3dDecodeFrame_fn_mp3d",1536,Closed
"hal_dma_init_type1",1536,Recursive
"hal_dma_init_type1_v2",1536,Recursive
"mvm_ccm_add_voice_session",1536,Recursive
"mvm_ccm_get_cpu_clock_value",1536,Recursive
"osal_create_diag_timer",1536,Recursive
"osal_create_diag_timer_ex",1536,Recursive
"osal_create_timer__merged",1536,Recursive
"osal_create_timer_ex__merged",1536,Recursive
"qurt_elite_memory_heapmgr_create",1536,Recursive
"qurt_elite_memory_malloc",1536,Recursive
"qurt_elite_memory_malloc.1.0_i32_20.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.0_i32_320.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.0_i32_8",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.1.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.2.0_i32_128.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.2.0_i32_8.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.2.0_i32_8.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.2.0_i32_8.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.2.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.2.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.2.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.2.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.3.0_i32_8.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.3.0_i32_80.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.3.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.3.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.4.1_i8_0",1536,Recursive
"qurt_elite_memory_malloc.4.1_i8_0",1536,Recursive
"qurt_elite_timer_init",1536,Recursive
"rcecb_create_name",1536,Recursive
"rcesn_create_name",1536,Recursive
"rcevt_create_name",1536,Recursive
"servreg_create_rcesn_name",1536,Recursive
"servreg_notif_signal_task",1536,Recursive
"stream_router_svc_query_avsync_stats",1536,Recursive
"stream_router_svc_rx_mapping",1536,Recursive
"vcmn_calc_processing_time",1536,Recursive
"AdspCoreSvc_Internal_Init",1528,Recursive
"Adspfatalerr_Init_Client",1528,Recursive
"HwdDevCfg_DestoryVirtAddress",1528,Recursive
"HwdMmpm_Deregister",1528,Recursive
"afe_bgt_alloc_node(void**)",1528,Recursive
"GetSoftSteppingParam(capi_v2_soft_vol const*, SoftSteppingParams const*, unsigned long*, unsigned long*, unsigned long*)",1528,Recursive
"afe_err_handler_init()",1528,Recursive
"voice_sample_slip_init(ss_struct_type_t*, short, unsigned char)",1528,Recursive
"vpm_post_parse_device_config(vpm_session_object_t*, unsigned long)",1528,Recursive
"vpm_update_device_active_set(vpm_session_object_t*)",1528,Recursive
"capi_v2_virtualizer_mch_reinit(capi_v2_virtualizer*)",1528,Recursive
"ultrasound_proc_svc_create_lib(ultrasound_proc_svc_t*, usm_dyn_svc_init_params_t*)",1528,Recursive
"afe_sb_dealloc_progress_counter(afe_slimbus_state_struct_t*)",1528,Recursive
"vpm_session_cmdq_apr_msg_handler(void*, elite_msg_any_t*) (.extracted_region.8)",1528,Recursive
"capi_v2_bassboost_check_set_param(capi_v2_bassboost_t*, unsigned long, void*, unsigned long, unsigned long)",1528,Recursive
"capi_v2_library_get_module_create(elite_lib_get_capi_v2_t**)",1528,Recursive
"capi_v2_virtualizer_stereo_reinit(capi_v2_virtualizer*)",1528,Recursive
"avsync_lib_set_device_drift_pointer(void*, unsigned long long const volatile*)",1528,Recursive
"topo_olm_response_handler_send_command_ack(olm_response_handler*)",1528,Recursive
"ultrasound_proc_svc_get_gesture_results_buffer(ultrasound_proc_svc_t*, qurt_elite_bufmgr_node_t*)",1528,Recursive
"capi_v2_pbe_channel_mixer_event_callback_handler(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",1528,Recursive
"ultrasound_proc_gesture_svc_get_frame_data_buffer(ultrasound_proc_gesture_svc_t*, qurt_elite_bufmgr_node_t*)",1528,Recursive
"ultrasound_proc_gesture_svc_return_frame_data_buffer(ultrasound_proc_gesture_svc_t*, qurt_elite_bufmgr_node_t*)",1528,Recursive
"sample_slip_init(ss_lib_t*, short, unsigned char, unsigned long)",1528,Recursive
"afe_i2s_get_param(void*, unsigned long, signed char*, unsigned long, unsigned short*)",1528,Recursive
"capi_v2_soft_vol_end(capi_v2_t*)",1528,Recursive
"vtm_test_signal_handler(void*)",1528,Recursive
"capi_v2_drc_apply_cal_lib(capi_v2_t*)",1528,Recursive
"capi_v2_efr_enc_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1528,Recursive
"capi_v2_tty_enc_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1528,Recursive
"Adm_NativeModeParamCallback(adm_cmd_device_open_t*)",1528,Recursive
"capi_v2_peakmeter_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1528,Recursive
"AudioDecSvc_CustomMsgHandler(AudioDecSvc_t*)",1528,Recursive
"capi_v2_mbdrc_reinit_library(capi_v2_mbdrc_t*)",1528,Recursive
"venc_aggregate_modules_delay(void*)",1528,Recursive
"capi_v2_sample_slip_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1528,Recursive
"capi_v2_voice_volume_control_end(capi_v2_t*)",1528,Recursive
"capi_v2_voice_volume_control_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1528,Recursive
"afe_bgt_pool_init",1528,Recursive
"afe_device_driver_init.extracted_region",1528,Recursive
"afe_dma_manager_get_dma_buffer_size",1528,Recursive
"capi_v2_amrwb_voice_dec_get_static_properties",1528,Recursive
"capi_v2_fourgv_wb_audio_enc_get_static_properties",1528,Recursive
"capi_v2_fr_audio_dec_get_static_properties",1528,Recursive
"capi_v2_g711_alaw_audio_dec_init",1528,Recursive
"capi_v2_g711_alaw_audio_enc_init",1528,Recursive
"capi_v2_g711_alaw_v2_voice_dec_init",1528,Recursive
"capi_v2_g711_alaw_v2_voice_enc_init",1528,Recursive
"capi_v2_g711_mlaw_v2_voice_dec_init",1528,Recursive
"capi_v2_g711_mlaw_v2_voice_enc_init",1528,Recursive
"capi_v2_g711_mlaw_voice_dec_init",1528,Recursive
"capi_v2_g711_mlaw_voice_enc_init",1528,Recursive
"capi_v2_hpcm_device_rx_get_static_properties",1528,Recursive
"capi_v2_hpcm_device_tx_get_static_properties",1528,Recursive
"capi_v2_hpcm_stream_rx_get_static_properties",1528,Recursive
"capi_v2_hpcm_stream_tx_get_static_properties",1528,Recursive
"capi_v2_library_get_imc_create",1528,Recursive
"capi_v2_voice_iir_reset",1528,Recursive
"cond_timer_server_init",1528,Recursive
"cvd_mem_mapper_deinit",1528,Recursive
"dog_hb_pong",1528,Recursive
"elite_mem_map_release_shm",1528,Recursive
"elite_msg_ack_msg",1528,Recursive
"elite_svc_send_ack",1528,Recursive
"elite_svc_send_ack.1.1_i32_0",1528,Recursive
"elite_svc_send_ack.1.1_i32_0",1528,Recursive
"elite_svc_send_ack.1.1_i32_0",1528,Recursive
"elite_svc_send_ack.1.1_i32_0",1528,Recursive
"elite_svc_send_ack.1.1_i32_0",1528,Recursive
"elite_svc_send_ack.1.1_i32_0",1528,Recursive
"elite_svc_send_ack.1.1_i32_1",1528,Recursive
"elite_svc_send_ack.1.1_i32_1",1528,Recursive
"elite_svc_send_ack.1.1_i32_1",1528,Recursive
"elite_svc_send_ack.2.1_i32_1",1528,Recursive
"elite_svc_send_ack.2.1_i32_1",1528,Recursive
"elite_svc_send_ack.2.1_i32_1",1528,Recursive
"elite_svc_send_ack.2.1_i32_1",1528,Recursive
"elite_svc_send_ack.2.1_i32_10",1528,Recursive
"elite_svc_send_ack.3.1_i32_12",1528,Recursive
"elite_svc_send_ack.3.1_i32_2",1528,Recursive
"elite_svc_send_ack.3.1_i32_2",1528,Recursive
"lsm_apr_router_get_dyn_svc_cmd_q",1528,Recursive
"mvm_ccm_deinit",1528,Recursive
"nJtCYPtTCPoY",1528,Closed
"procinfo_client_get_name",1528,Recursive
"qpDBkTU7_GXVCCH3pn2PqCaotnyT4v9TP4TqoQmammaagDTFr0rQcFqBT5zTj9",1528,Closed
"qurt_elite_queue_pop_back",1528,Recursive
"qurt_elite_queue_pop_front",1528,Recursive
"qurt_elite_queue_push_back",1528,Recursive
"rcecb_register_parm0_handle",1528,Recursive
"rs_estimate_core_clks",1528,Recursive
"rs_get_stream_config",1528,Recursive
"rs_reset_job",1528,Recursive
"rs_set_stream_config",1528,Recursive
"rs_set_stream_data",1528,Recursive
"sd_drift_calc_set_device_drift_pointer",1528,Recursive
"servreg_dl_entry_pool_init",1528,Recursive
"servreg_dl_table_pool_init",1528,Recursive
"servreg_qdi_notif_node_pool_init",1528,Recursive
"servreg_set_synchronous",1528,Recursive
"servreg_set_synchronous__merged",1528,Recursive
"syncgesture_unload_module",1528,Recursive
"syncproximity_unload_module",1528,Recursive
"timer_def_osal",1528,Recursive
"timer_def_osal.1.1.2_i8_1",1528,Recursive
"usm_apr_router_get_system_cmd_q",1528,Recursive
"usm_svc_mmpm_deregister",1528,Recursive
"Adm_SetPspdRXStRtrParamsCmdHandler",1520,Recursive
"Adm_SetPspdTXStRtrParamsCmdHandler",1520,Recursive
"Adm_SetStRtrDeviceParamsCmdHandler",1520,Recursive
"AdspfatalerrApi",1520,Recursive
"AudDevMgr_SetAprHandle",1520,Recursive
"AudioStreamMgr_StreamTopoIsTxTopo",1520,Recursive
"HwdDevCfg_HWSupport",1520,Recursive
"HwdDevCfg_ReadModuleConfigData",1520,Recursive
"MtMx_SetDefaultRenderWindow",1520,Recursive
"bgt_data_handler(module_bgt_info_t*)",1520,Recursive
"capi_v2_aig_get_config(capi_v2_aig const*, Audio_AigParam_t*)",1520,Recursive
"capi_v2_aig_set_config(capi_v2_aig*, Audio_AigParam_t const*)",1520,Recursive
"afe_hdmi_output_get_cfg(afe_dev_port*, signed char*, unsigned long, unsigned short*)",1520,Recursive
"voice_sample_slip_process(ss_struct_type_t*, short*, short*, short, short)",1520,Recursive
"AudioEncSvc_GetOutputBuffer(AudioEncSvc_t*, aprv2_packet_t**, asm_data_cmd_read_v2_t**)",1520,Recursive
"afe_port_validate_media_fmt(elite_multi_channel_pcm_fmt_blk_t*)",1520,Recursive
"vpm_check_topo_commit_state(vpm_session_object_t*)",1520,Recursive
"capi_v2_virtualizer_init_mem(capi_v2_virtualizer*)",1520,Recursive
"avsync_lib_get_internal_param(void*, unsigned long, void*)",1520,Recursive
"avsync_lib_get_internal_param(void*, unsigned long, void*) (.1.1_i32_0)",1520,Recursive
"avsync_lib_get_internal_param(void*, unsigned long, void*) (.1.1_i32_4)",1520,Recursive
"avsync_lib_get_internal_param(void*, unsigned long, void*) (.2.1_i32_7)",1520,Recursive
"capi_v2_reverb_check_get_param(capi_v2_reverb*, unsigned long, void*, unsigned long, unsigned long, unsigned long*)",1520,Recursive
"capi_v2_virtualizer_reinit_mem(capi_v2_virtualizer*)",1520,Recursive
"capi_v2_bassboost_check_get_param(capi_v2_bassboost_t*, unsigned long, void*, unsigned long, unsigned long, unsigned long*)",1520,Recursive
"capi_v2_mfc_media_format_is_valid(_capi_v2_mfc_media_fmt_v2_t*)",1520,Recursive
"topo_bg_any_main_th_event_pending(void*, unsigned long)",1520,Recursive
"afe_set_port_operating_latency_mode(afe_dev_port*, signed char*, unsigned long)",1520,Recursive
"capi_v2_fir_is_supported_media_type(capi_v2_fir_media_fmt const*)",1520,Recursive
"capi_v2_virtualizer_check_get_param(capi_v2_virtualizer*, unsigned long, void*, unsigned long, unsigned long, unsigned long*)",1520,Recursive
"capi_v2_virtualizer_check_set_param(capi_v2_virtualizer*, unsigned long, void*, unsigned long, unsigned long)",1520,Recursive
"capi_v2_p_eq_is_supported_media_type(capi_v2_p_eq_media_fmt*)",1520,Recursive
"VSM_utility_remove_passive_client_info(unsigned short, unsigned short, vsm_session_object_t*)",1520,Recursive
"capi_v2_eansv2_is_supported_media_type(capi_v2_eansv2_media_fmt const*)",1520,Recursive
"afe_port_validate_client_connect_payload(elite_msg_any_t*, unsigned short)",1520,Recursive
"capi_v2_soft_vol_is_supported_media_type(capi_v2_module_media_fmt*)",1520,Recursive
"ultrasound_proc_svc_verify_output_data_cmd(ultrasound_proc_svc_t*, unsigned long*, void**)",1520,Recursive
"capi_v2_soft_vol_is_supported_media_type_v2(capi_v2_module_media_fmt_v2*)",1520,Recursive
"ultrasound_enc_svc_set_signal_detect_next_state(ultrasound_enc_svc_t*, UsDetectResultStruct*)",1520,Recursive
"ultrasound_proc_gesture_svc_is_gesture_lib_busy(ultrasound_proc_gesture_svc_t*, unsigned long*)",1520,Recursive
"afe_validate_dma_resources_send_by_remote_client(unsigned char, unsigned char*, unsigned char, unsigned char)",1520,Recursive
"capi_v2_gain_end(capi_v2_t*)",1520,Recursive
"vdec_buf_handler(void*)",1520,Recursive
"afe_pcm_get_param(void*, unsigned long, signed char*, unsigned long, unsigned short*)",1520,Recursive
"afe_tdm_get_param(void*, unsigned long, signed char*, unsigned long, unsigned short*)",1520,Recursive
"vdec_data_handler(void*)",1520,Recursive
"afe_hdmi14_get_param(void*, unsigned long, signed char*, unsigned long, unsigned short*)",1520,Recursive
"capi_v2_peakmeter_end(capi_v2_t*)",1520,Recursive
"capi_v2_hpcm_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1520,Recursive
"capi_v2_byteshifter_end(capi_v2_t*)",1520,Recursive
"capi_v2_chmixer_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1520,Recursive
"capi_v2_efr_enc_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1520,Recursive
"capi_v2_dtmf_gen_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1520,Recursive
"capi_v2_compressed_mute_end(capi_v2_t*)",1520,Recursive
"capi_v2_voice_soft_mute_end(capi_v2_t*)",1520,Recursive
"capi_v2_mfc_port_info_is_valid(capi_v2_port_info_t const*)",1520,Recursive
"usm_system_unsupported_handler(usm_t*)",1520,Recursive
"capi_v2_mfc_internal_cb_handler(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",1520,Recursive
"capi_v2_voice_hpf_get_properties(capi_v2_t*, capi_v2_proplist_t*)",1520,Recursive
"capi_v2_voice_iir_mic1_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1520,Recursive
"capi_v2_voice_iir_mic2_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1520,Recursive
