Function Name, Cumulative Stack Size, Branch Type
"SleepClient_request",312,Recursive
"TLMM_DetachCleanup",312,Recursive
"adsppm_therm_node_mitigate_driver_fcn",312,Recursive
"clock_disable",312,Recursive
"glink_rx_cmd_remote_rx_intent_put",312,Recursive
"glink_rx_cmd_remote_rx_intent_put_ext",312,Recursive
"mpmint_disable_gpio_wakeup",312,Recursive
"pm_npa_resource_set",312,Recursive
"process_z",312,Closed
"std_qsort",312,Recursive
"sysmon_enable",312,Recursive
"timer_drv_delete_process_timers",312,Recursive
"uGPIOInt_UnConfigureMPMInterrupt",312,Recursive
"AonIntRetentionDriver",304,Recursive
"ClkRgm_CalcClockFrequency",304,Recursive
"Clock_LogState",304,Recursive
"DALClock_LogState",304,Recursive
"QDSSAttachTraceDrivers",304,Recursive
"QDSSLocalClkOn",304,Recursive
"adsppm_dcvs_request",304,Recursive
"busMgrAggregateClocks",304,Recursive
"dlinfo",304,Closed
"process_Q",304,Closed
"process_feature_buffer",304,Closed
"process_s",304,Closed
"process_slave_request.extracted_region",304,Recursive
"rpm_barrier",304,Recursive
"sleepLPISolver_mainFunction",304,Recursive
"smp2pi_process_new_rx_entries",304,Recursive
"start_break_detection",304,Recursive
"timer_drv_pause",304,Recursive
"tracer_stp_attach_stm",304,Recursive
"uSleepOS_PMIPerformer",304,Recursive
"vcs_init_thermal",304,Recursive
"GPIOIntr_UpdateNPARequest",296,Recursive
"_FXp_mulx",296,Closed
"glink_ssr_state_cb",296,Recursive
"process_register_info",296,Closed
"qmi_idl_message_encode",296,Recursive
"sysmon_configure_timer_for_hfw",296,Recursive
"sysmon_configure_timer_for_lfw",296,Recursive
"tal_clock_disable",296,Recursive
"timer_drv_group_disable",296,Recursive
"timer_drv_undef",296,Recursive
"uSleepOS_cleanupIslandExit",296,Recursive
"uSleepOS_performLPMExit",296,Recursive
"DAL_DeviceAttachEx",288,Recursive
"DAL_DeviceAttachEx.1.0.1_i32_33554543.2_i32_65536",288,Recursive
"DAL_DeviceAttachEx.1.0.1_i32_33554543.2_i32_65536",288,Recursive
"DAL_DeviceAttachEx.1.0.1_i32_33554543.2_i32_65536",288,Recursive
"DAL_DeviceAttachEx__merged",288,Recursive
"DAL_StringDeviceAttachEx",288,Recursive
"DAL_StringDeviceAttachEx.1.0.2_i32_65537",288,Recursive
"HalHwIo_DisableClock",288,Recursive
"HalHwIo_DisableHWClockCntl",288,Recursive
"HalHwIo_EnableClock",288,Recursive
"HalHwIo_EnableClock__merged",288,Recursive
"HalHwIo_EnableHWClockCntl",288,Recursive
"Uart_DumpRegs",288,Closed
"VCS_NPASatisfyRailDependencies",288,Recursive
"VCS_SetLDOCorner",288,Recursive
"_Assert",288,Closed
"_LXp_mulh",288,Closed
"_Xp_mulh",288,Closed
"_npa_update_resource_state",288,Recursive
"_rtld_dlcheck",288,Closed
"_rtld_elfva_to_sysva",288,Closed
"_rtld_elfva_to_sysva__merged",288,Closed
"_rtld_elfva_to_sysva_w",288,Closed
"_rtld_tls_find_module",288,Closed
"fastrpc_port_deinit",288,Recursive
"npa_update_resource_state",288,Recursive
"rot3",288,Closed
"rpm_mq_completed",288,Recursive
"sendnotification",288,Closed
"sendpacket",288,Closed
"sleepLPRSolver_mainFunction",288,Recursive
"sleepOS_completeSleep",288,Recursive
"sleep_cpu_vdd_driver",288,Recursive
"sleep_l2cache_driver",288,Recursive
"sleep_rpm_sync_driver",288,Recursive
"swap",288,Closed
"sysmon_profiler_timer_restart",288,Recursive
"timer_set_get_cmd_buf",288,Recursive
"uSleepTrans_updateTimes",288,Recursive
"uSleep_setLowPowerMode",288,Recursive
"ACMBus_GetExtRoutes",280,Recursive
"ACM_ApplyAdspDdrBwConcurrencyFactor",280,Recursive
"ClkRgm_SelectClkSource",280,Recursive
"PL_CeMLHashUpdate",280,Closed
"RM_AddRequest",280,Recursive
"SigVerify_Streamhash_Stream",280,Closed
"TLMM_ConfigGpioIdInactive",280,Recursive
"TLMM_DalTlmm_ConfigGpioIdInactive",280,Recursive
"TLMM_DalTlmm_SelectGpioIdMode",280,Recursive
"TLMM_SelectGpioIdMode",280,Recursive
"bam_pipe_eot_handler",280,Recursive
"cpmOnClientManagerUpdate",280,Recursive
"erfc",280,Closed
"erfcl",280,Closed
"gcvt",280,Closed
"halt_line_detection",280,Recursive
"halt_line_detection.1.1_i8_0",280,Recursive
"icbarb_complete_request",280,Recursive
"ipc_router_log_packet",280,Recursive
"npa_cancel_request",280,Recursive
"npa_complete_request",280,Recursive
"pm_npa_process_rsrc",280,Recursive
"process_list_scanner",280,Recursive
"process_thread_list",280,Closed
"register_isr_for_rx",280,Recursive
"std_dtoa_decimal",280,Closed
"synthLPRM_exit",280,Recursive
"sysmon_timer_set_new_period",280,Recursive
"timer_insert",280,Recursive
"timer_insert.1.0",280,Recursive
"uart_isr",280,Recursive
"vmpm_sleep2pt0_wrapper",280,Recursive
"ACMPwr_GetMemPowerType",272,Recursive
"BusMgr_GetAggregatedBwInfo",272,Recursive
"ClkRgm_GetClockFrequency",272,Recursive
"Clock_VoltageRequest",272,Recursive
"Intr_RegisterEvent",272,Recursive
"PL_A1_SHA256_Update",272,Closed
"RM_ReleaseRequest",272,Recursive
"TLMM_ConfigGpioId",272,Recursive
"TLMM_DalTlmm_ConfigGpioId",272,Recursive
"qc_loc_fw::format_1(char*, unsigned long, char const*, ...)",272,Closed
"busMgr_ProcessExternalBWInfo",272,Recursive
"clock_enable",272,Recursive
"configure_pmu_events",272,Recursive
"glink_close",272,Recursive
"mpm_AddIrqPinToMappingTbl",272,Recursive
"mpm_Dalmpm_AddIrqPinToMappingTbl",272,Recursive
"npa_enqueue_async_request",272,Recursive
"rpm_mq_wait",272,Recursive
"rx_dma_callback",272,Recursive
"rx_dma_callback__merged",272,Recursive
"sleepLPR_define",272,Recursive
"synthLPRM_cachedModeEnter",272,Recursive
"tx_dma_callback",272,Recursive
"uSleep_QDIAddCallbackLatency",272,Recursive
"uSleep_addUserCallbackLatency",272,Recursive
"uSleep_setLowPowerModeInternal",272,Recursive
"Add_InsufficientSpaceMessage",264,Closed
"CLK_Init",264,Recursive
"CM_SetProperty",264,Recursive
"QDSSLogSyncEvents",264,Recursive
"QDSSLogSyncEvents.1.0_i32_65",264,Recursive
"TLMM_ConfigGpio",264,Recursive
"TLMM_ConfigGpioIdModeIndexed",264,Recursive
"TLMM_ConfigGpioInternal",264,Recursive
"TLMM_ConfigGpioInternal.1.2_i32_1",264,Recursive
"TLMM_DalTlmm_ConfigGpio",264,Recursive
"TLMM_DalTlmm_ConfigGpioIdModeIndexed",264,Recursive
"TLMM_DalTlmm_ExternalGpioConfig",264,Recursive
"VCS_NPAVoteDependency",264,Recursive
"_rtld_error",264,Closed
"busMgrVoteForRegProgClock",264,Recursive
"cpmUpdatePartition",264,Recursive
"cpuWakeupLPR_standaloneEnter",264,Recursive
"diag_event_malloc_sec",264,Closed
"dump_channel_stats_from_xports",264,Recursive
"icbarb_issue_request",264,Recursive
"mpm_Dalmpm_MapInterrupts",264,Recursive
"mpm_Dalmpm_SetupInterrupts",264,Recursive
"mpm_MapInterrupts",264,Recursive
"mpm_SetupInterrupts",264,Recursive
"rx_isr",264,Recursive
"sleepLPI_define",264,Recursive
"sleepTarget_setDefaultPowerMode",264,Recursive
"spi_full_duplex",264,Recursive
"synthLPRM_enter",264,Recursive
"timetick_get",264,Recursive
"uSleepOS_performLPM",264,Recursive
"uSleep_prepareForExit",264,Recursive
"vmpm_addIrqPinToMappingTbl",264,Recursive
"ACMBus_GetInstanceMasterBusPortId",256,Recursive
"ACMBus_GetInstanceMasterBusPortId__merged",256,Recursive
"ACMBus_GetInstanceSlaveBusPortId",256,Recursive
"ACMBus_GetPortConnections",256,Recursive
"ACM_SetVirtMemAddressRange",256,Recursive
"TimerCallbackHandler",256,Recursive
"_AxiCfgInt_DisableAllConfigClocks",256,Recursive
"_AxiCfgInt_EnableAllConfigClocks",256,Recursive
"aggregateBusBW_8974",256,Recursive
"extBwMgr_checkChangeInFinalVoteToNpa",256,Recursive
"glink_rx_cmd_ch_open_ack",256,Recursive
"glink_rx_cmd_rx_intent_req_ack",256,Recursive
"mmstd_snprintf",256,Closed
"mpm_ConfigAndEnablePin",256,Recursive
"mpm_ConfigPin",256,Recursive
"mpm_Dalmpm_ConfigAndEnablePin",256,Recursive
"mpm_Dalmpm_ConfigPin",256,Recursive
"npa_alias_resource_continuation",256,Recursive
"print_request_data",256,Recursive
"qurt_qdi_method_qdi_open",256,Closed
"simpleSolver_setActiveMode",256,Recursive
"sleepOS_prepareForSleep",256,Recursive
"sleepTarget_getHardWakeupTime",256,Recursive
"sysmon_sysclock_get_hw_ticks",256,Recursive
"tal_clock_enable",256,Recursive
"tal_interrupt_register",256,Recursive
"timer_notify_first_non_defer_timer_expiry_change",256,Recursive
"timer_remove",256,Recursive
"timer_update_first_active_non_deferrable_timer",256,Recursive
"u2g_server_copy_from_user",256,Recursive
"uSleep_continueEntry",256,Recursive
"utimer_task",256,Recursive
"vmpm_MapIrqsWithMaster",256,Recursive
"vmpm_SetupIrqs",256,Recursive
"ACMBus_GetCoreSlavePort",248,Recursive
"ACMBus_GetPortDescriptor",248,Recursive
"ACMBus_GetPortDescriptor__merged",248,Recursive
"ACMClk_GetClockDescriptorById",248,Recursive
"ACMClk_GetClockType",248,Recursive
"ACMClk_GetInstanceCoreClockId",248,Recursive
"ACMClk_GetPwrDomainDescriptorById",248,Recursive
"ACMClk_GetPwrDomainDescriptorById__merged",248,Recursive
"ACM_GetCompensatedDdrBwTableEntry",248,Recursive
"Clock_UpdateVoltageRequests",248,Recursive
"Core_WorkQueueInsert",248,Recursive
"Core_WorkQueuePut",248,Recursive
"GPIOIntr_RunIsr",248,Recursive
"InterruptController_DalInterruptController_LogState",248,Recursive
"InterruptController_LogState",248,Recursive
"Intr_RegisterIsr",248,Recursive
"SleepClient_modeUpdated",248,Recursive
"TLMM_ConfigGpioGroup",248,Recursive
"TLMM_ConfigGpioGroupInternal",248,Recursive
"TLMM_DalTlmm_ConfigGpioGroup",248,Recursive
"USleepMgr_GetUSleepVoteEnabled",248,Recursive
"deregister_isr_for_rx",248,Recursive
"glinki_queue_intent",248,Recursive
"island_waitForHardwareExit",248,Recursive
"mbserver_copy_from_user",248,Recursive
"mpm_Dalmpm_DisablePin",248,Recursive
"mpm_Dalmpm_EnablePin",248,Recursive
"mpm_Dalmpm_QueryPinConfigInfo",248,Recursive
"mpm_Dalmpm_QueryPinMapping",248,Recursive
"mpm_DisablePin",248,Recursive
"mpm_EnablePin",248,Recursive
"mpm_QueryPinConfigInfo",248,Recursive
"mpm_QueryPinMapping",248,Recursive
"npa_dispatch_post_change_events",248,Recursive
"npa_dispatch_pre_change_events",248,Recursive
"npa_dispatch_pre_change_events__merged",248,Recursive
"npa_issue_vector_request",248,Recursive
"npa_terminate_request",248,Recursive
"sleepActive_configureIdleMode",248,Recursive
"sleepTarget_enableSleepTimer",248,Recursive
"snprintf",248,Closed
"sprintf",248,Closed
"timetick_attach",248,Recursive
"uSleepNode_ProcessLPRChangeEvent",248,Recursive
"uSleepTrans_adjustLatency",248,Recursive
"uSleepTrans_setDDRWakeupTimeInternal",248,Recursive
"utimer_process_active_timers",248,Recursive
"vcs_init",248,Recursive
"vmpm_configAndEnablePin",248,Recursive
"vmpm_configPin",248,Recursive
"ACMPwr_GetMemPowerDomain",240,Recursive
"ACMPwr_GetPowerDomain",240,Recursive
"ACM_ApplyAhbBwCompensation",240,Recursive
"ACM_GetVirtMemAddressRange",240,Recursive
"BusMgr_ProcessRequest.extracted_region.47",240,Recursive
"Bus_IssueBWRequest.extracted_region",240,Recursive
"Clock_RCECBCallback",240,Recursive
"Clock_ResetClock",240,Recursive
"ExtBwMgr_UpdateAdsptoDDrClientFloorVotes",240,Recursive
"ISTMain",240,Recursive
"Intr_TriggerInterrupt",240,Recursive
"USleepMgr_USleepNode_Driver",240,Recursive
"adspClkMgr_checkChangeInFinalVoteToNpa",240,Recursive
"adsppm_therm_qmi_validate_request",240,Recursive
"busMgrPreAggregateInternalBW",240,Recursive
"diag_event_malloc",240,Closed
"find_and_wait",240,Recursive
"glink_os_disable_interrupt",240,Recursive
"glink_rx_get_pkt_ctx",240,Recursive
"glink_rx_put_pkt_ctx",240,Recursive
"halHwIo_DisableCgcClock",240,Recursive
"halHwIo_DisableCgcClock__merged",240,Recursive
"halHwIo_DisableCgcHwCtl",240,Recursive
"mem_malloc",240,Closed
"notify_events",240,Recursive
"notify_events.1.1_i32_16",240,Recursive
"npa_dump_resource_events",240,Recursive
"npa_in_stm_toggle",240,Recursive
"npa_issue_limit_max_request",240,Recursive
"pwrdb_task_cmd_send",240,Recursive
"rcevt_signal_handle",240,Recursive
"sleepLatencyuSecNode_driver",240,Recursive
"sleepStats_verifyBackoffRange",240,Recursive
"sleepWakeupNode_query",240,Recursive
"sleepWakeupNode_update",240,Recursive
"synthLPRM_cachedModeExit",240,Recursive
"tal_interrupt_dpc_enable",240,Recursive
"time_init",240,Recursive
"timer_drv_expires_at_64",240,Recursive
"timer_drv_expires_at_64__merged",240,Recursive
"timer_drv_get_start_64",240,Recursive
"timer_drv_is_active",240,Recursive
"timetick_sclk64_init",240,Recursive
"uSleepNode_internalDriver",240,Recursive
"uSleepTrans_transitionNotify",240,Recursive
"ul_clock_issue_request",240,Recursive
"ul_issue_pair_request",240,Recursive
"vmpm_disablePin",240,Recursive
"vmpm_enablePin",240,Recursive
"vmpm_queryPinConfigInfo",240,Recursive
"vmpm_queryPinMapping",240,Recursive
"vsnprintf",240,Closed
"vsprintf",240,Closed
"Core_WorkLoopProcess",232,Recursive
"DAL_StringDeviceAttach",232,Recursive
"MMPM_Request_Ext.extracted_region.98",232,Recursive
"QURTK_cache_opt",232,Closed
"RPMSyncLPR_exit",232,Recursive
"Timetick_DalTimetick_UpdateFreq",232,Recursive
"Timetick_UpdateFreq",232,Recursive
"Uart_SetRate",232,Closed
"busMgrPreAggregateExternalBW",232,Recursive
"cpuWakeupLPR_RPMEnter",232,Recursive
"dma_rx_intr_done",232,Recursive
"dma_rx_intr_done__merged",232,Recursive
"dma_tx_intr_done",232,Recursive
"erf",232,Closed
"erfl",232,Closed
"err_info_to_smem_buffer",232,Closed
"getBWFromMips_8974",232,Recursive
"getClockFromMips_8974",232,Recursive
"glink_lb_server_signal_task",232,Recursive
"glink_link_up",232,Recursive
"glink_os_event_clear",232,Recursive
"intr_EvtCallbackIsr",232,Recursive
"island_exitHandler",232,Recursive
"island_triggerTransition",232,Recursive
"notify_rxdata_available",232,Recursive
"pm_get_pmic_model",232,Closed
"portal_invoke",232,Closed
"print_getinfo_data",232,Recursive
"simpleSolver_solve",232,Recursive
"tal_interrupt_deregister",232,Recursive
"tal_interrupt_dpc_schedule",232,Recursive
"timer_drv_defer_match_interrupt_64",232,Recursive
"timer_drv_get_64",232,Recursive
"uSleepLPR_APCRPlusEnter",232,Recursive
"uSleepLPR_apcrEnter",232,Recursive
"uSleepSolver_setSolverFunction",232,Recursive
"uSleepTrans_notifyComplete",232,Recursive
"uSleepTrans_notifyComplete.1.0_i8_0",232,Recursive
"xport_smem_write_algn64",232,Recursive
"ACM_GetBusPortIdx",224,Recursive
"ACM_GetClkIdx",224,Recursive
"ACM_GetCoreIdIdx",224,Recursive
"ACM_GetCoreIdIdx__merged",224,Recursive
"ACM_GetMemIdIdx",224,Recursive
"ACM_GetPwrDomainIdx",224,Recursive
"BusMgr_ProcessRequest.extracted_region.46",224,Recursive
"CM_SetParameter",224,Recursive
"Core_WorkQueueSignalWorkLoop",224,Recursive
"DALClock_ConfigClock",224,Recursive
"DALClock_InvertClock",224,Recursive
"DALClock_InvertClock__merged",224,Recursive
"DALClock_ResetClock",224,Recursive
"DALClock_ResetClock_STM",224,Recursive
"DcvsMgr_SysMonDcvsAdsp2DdrBwRequest",224,Recursive
"DcvsMgr_SysMonDcvsAdspClockRequest",224,Recursive
"PL_SHA256_Transform",224,Closed
"QURTK_secure_proc_migr_init",224,Closed
"QURTK_secure_proc_migration_init",224,Closed
"QURTOS_init",224,Undetermined
"_FXp_mulh",224,Closed
"_LSinh",224,Closed
"_Printf",224,Closed
"_Sinh",224,Closed
"_npa_request_serviced",224,Recursive
"asinh",224,Closed
"asinhl",224,Closed
"deregister_isr",224,Recursive
"dog_virtual_grace_failureCb",224,Closed
"evaluateDcvsParticipation",224,Recursive
"getpacket",224,Closed
"glink_os_event_signal",224,Recursive
"glink_os_event_signal.1.0",224,Recursive
"glink_rx_cmd_remote_rx_intent_req",224,Recursive
"glink_ssr_rx_intent_cb",224,Recursive
"glink_tx_resume",224,Recursive
"halHwIo_EnableCgcClock",224,Recursive
"npa_dispatch_custom_events",224,Recursive
"npa_dispatch_custom_events.1.1_i16_32",224,Recursive
"npa_issue_scalar_request",224,Recursive
"npa_issue_scalar_request.1.1_i32_1",224,Recursive
"npa_issue_scalar_request.1.1_i32__1",224,Recursive
"npa_link_resource",224,Recursive
"npa_remote_publish_resource_cb",224,Recursive
"pipe_event_callback_isr",224,Recursive
"pl_pbl_SHA1Final",224,Closed
"printf",224,Closed
"sinh",224,Closed
"sinhl",224,Closed
"sleepActive_clearThreasholdTimer",224,Recursive
"sleepOS_configIdleMode",224,Recursive
"smp2p_os_send_event",224,Recursive
"start",224,Undetermined
"timer_drv_register_for_non_defer_expiry_change",224,Recursive
"timer_drv_restart",224,Recursive
"timer_drv_undefer_match_interrupt",224,Recursive
"u2g_server_copy_to_user",224,Recursive
"uSleepLPR_runLPRFunctions",224,Recursive
"uSleepTarget_enterLowPowerMode",224,Recursive
"uSleep_completeExit",224,Recursive
"vmpm_getTriggerType",224,Recursive
"ACM_GetMipsFromMpps",216,Recursive
"BusMgr_ProcessRequest.extracted_region",216,Recursive
"BusMgr_ProcessRequest.extracted_region.1.0.1",216,Recursive
"ClkRgm_Init.extracted_region.73",216,Recursive
"Clock_DisablePowerDomain",216,Recursive
"Clock_EnablePowerDomain",216,Recursive
"Clock_GetSourceFrequency",216,Recursive
"Clock_InvertClock",216,Recursive
"Clock_ResetClock.extracted_region",216,Recursive
"Clock_SetClockDivider",216,Recursive
"DALClock_GetSourceFrequency",216,Recursive
"DALClock_SetClockDivider",216,Recursive
"DALSYS_EventCtrlEx",216,Recursive
"DALSYS_EventCtrlEx.1.1_i32_256.2_i32_0.3.4_i32_0",216,Recursive
"DALSYS_EventCtrlEx.1.1_i32_256.2_i32_0.3.4_i32_0",216,Recursive
"DAL_StringDeviceAttachLocal",216,Recursive
"MMPM_Deregister_Ext.extracted_region",216,Recursive
"MMPM_Register_Ext.extracted_region",216,Recursive
"QURTK_osthread",216,Closed
"RM_SetupClient.extracted_region.22",216,Recursive
"_LXp_addx",216,Closed
"_LXp_subx",216,Closed
"_Xp_addx",216,Closed
"_Xp_subx",216,Closed
"adsppm_therm_qmi_validate_connection_handle",216,Recursive
"asicGetAsicConfig.extracted_region.67",216,Recursive
"bmOnCPManagerUpdate.extracted_region",216,Recursive
"bmOnCPManagerUpdate.extracted_region.1.0_i32_2",216,Recursive
"dangergen_disable",216,Recursive
"dangergen_enable",216,Recursive
"dangergen_enable__merged",216,Recursive
"diag_diagID_set_id",216,Recursive
"diag_tx_mode_init",216,Recursive
"evaluateOverallUseCaseActive",216,Recursive
"expm1",216,Closed
"expm1l",216,Closed
"fp_round",216,Closed
"getClockFromBW_8974",216,Recursive
"getRequestState",216,Recursive
"glink_close.extracted_region",216,Recursive
"glink_open.extracted_region",216,Recursive
"glink_os_deregister_isr",216,Recursive
"glink_qos_latency.extracted_region",216,Recursive
"glink_rx_cmd_ch_open_ack.extracted_region",216,Recursive
"glink_rx_cmd_remote_sigs",216,Recursive
"halHwIo_EnableCgcHwCtl",216,Recursive
"mbserver_copy_to_user",216,Recursive
"npa_issue_impulse_request",216,Recursive
"npa_issue_impulse_request__merged",216,Recursive
"pm_version_init",216,Closed
"rpm_churn_queue",216,Recursive
"rpm_set_dal_event",216,Recursive
"rpmclient_glink_notify_state_isr",216,Recursive
"run_invoke_job",216,Recursive
"sleepOS_pmiHandler",216,Recursive
"sleepSolver_init",216,Recursive
"synthRegistry_getStatus",216,Recursive
"tanh",216,Closed
"tanhl",216,Closed
"timeoutCB",216,Recursive
"timer_drv_set_wakeup_64",216,Closed
"u2g_server_invoke",216,Recursive
"uSleepLPR_init",216,Recursive
"uSleepTarget_programWakeupTimer",216,Recursive
"uSleepTarget_transitionNotificationCB",216,Recursive
"API_doClientCallback",208,Recursive
"BusMgr_Init.extracted_region",208,Recursive
"BusMgr_Init.extracted_region.1.1",208,Recursive
"ClkRgm_Init.extracted_region",208,Recursive
"ClkRgm_Init.extracted_region.1.0",208,Recursive
"ClkRgm_Init.extracted_region.2.0",208,Recursive
"Intr_RegisterIsr.extracted_region",208,Recursive
"MEMPWR_Init.extracted_region",208,Recursive
"MEMPWR_Init.extracted_region.1.1",208,Recursive
"MMPM_Register_Ext.extracted_region.97",208,Recursive
"MMPM_Register_Ext.extracted_region.97.1.0",208,Recursive
"MMPM_Request_Ext.extracted_region",208,Recursive
"QURTK_init_cache_params",208,Closed
"QURTK_secure_proc_clean_pagetbl_entry",208,Closed
"QURTK_secure_proc_exit_chgmode",208,Closed
"QURTK_secure_proc_migr_exit_chgmode",208,Closed
"RM_SetupClient.extracted_region",208,Recursive
"RM_SetupClient.extracted_region.1.1",208,Recursive
"Uart_SetRtsControl",208,Recursive
"Uart_deinit",208,Recursive
"qc_loc_fw::List<qc_loc_fw::LOWIScanMeasurement>::_comparator(void const*, void const*)",208,Closed
"qc_loc_fw::List<qc_loc_fw::LOWIScanMeasurement>::_reverse_comparator(void const*, void const*)",208,Closed
"acosh",208,Closed
"acoshl",208,Closed
"adsppm_therm_qmi_dev_connect.extracted_region",208,Recursive
"asicGetAsicConfig.extracted_region",208,Recursive
"atanh",208,Closed
"atanhl",208,Closed
"cmNotify",208,Recursive
"dangergen_configure_watchdog",208,Recursive
"dangergen_refresh",208,Recursive
"device_event_callback_isr",208,Recursive
"dvcsMgr_notify",208,Recursive
"err_f3_save_msg",208,Closed
"err_smem_write_timestamp_string",208,Closed
"err_write_timestamp_string",208,Closed
"getBWFromMips_8974.extracted_region",208,Recursive
"glink_dummy_notify_rx_sigs_cb",208,Recursive
"glink_dummy_rx_notification_cb",208,Recursive
"glink_dummy_rx_tracer_pkt_notification_cb",208,Recursive
"glink_dummy_rxv_notification_cb",208,Recursive
"glink_dummy_tx_notification_cb",208,Recursive
"glink_os_event_wait",208,Recursive
"glink_ssr_tx_done_cb.extracted_region",208,Recursive
"ipc_router_log_ctrl",208,Recursive
"msg_save_trace",208,Closed
"npa_resource_lock",208,Recursive
"npa_resource_unlock",208,Recursive
"pwrdb_log_to_ulog",208,Recursive
"qurtos_secure_proc_migration_invoke",208,Closed
"retire_msg",208,Recursive
"rpm_check_mq_empty_parity",208,Recursive
"service_interrupt",208,Recursive
"sleepLog_printf",208,Recursive
"timer_drv_get_first_non_deferrable_timer_expiry",208,Recursive
"timer_drv_get_sclk_till_expiry_64",208,Recursive
"transmit_chunk",208,Recursive
"uSleepDDRLog_printf",208,Recursive
"uSleepLPR_APCRPlusExit",208,Recursive
"uSleepTarget_configureIslandTransitionPowerMode",208,Recursive
"uSleepTarget_exitLowPowerMode",208,Recursive
"uSleepTimer_clearTimer",208,Recursive
"uSleepTrans_enterSignalControl",208,Recursive
"uSleepTrans_exitSignalControl",208,Recursive
"uSleepTrans_internalSignalControl",208,Recursive
"vmpm_LogPrintf",208,Recursive
"xport_smem_write64",208,Recursive
"Clock_GetClockFrequency",200,Recursive
"DALClock_GetClockFrequency",200,Recursive
"I2cPlat_DeInitTarget",200,Recursive
"Timetick_DalTimetick_GetElapsed",200,Closed
"Timetick_DalTimetick_SetNextInterrupt64",200,Recursive
"Timetick_GetElapsed",200,Closed
"Uart_SetCharFormat",200,Recursive
"Uart_SetCxm",200,Recursive
"Uart_TxSingleChar",200,Recursive
"_Cosh",200,Closed
"_LCosh",200,Closed
"_Matches_throwspec",200,Closed
"coremutex_lockless_mode_toggle",200,Recursive
"cosh",200,Closed
"coshl",200,Closed
"dma_rx_flush",200,Recursive
"dma_rx_flush__merged",200,Recursive
"dma_tx_purge",200,Recursive
"dsmi_empty_queue",200,Recursive
"err_fatal_post_exception_processing",200,Recursive
"fp_pow_10",200,Closed
"glink_dummy_notify_rx_intent_cb",200,Recursive
"glink_dummy_notify_rx_intent_req_cb",200,Recursive
"glink_dummy_notify_tx_abort_cb",200,Recursive
"glink_dummy_rx_abort_cb",200,Recursive
"glink_dummy_state_notification_cb",200,Recursive
"glink_lb_server_buffer_alloc.extracted_region",200,Recursive
"glink_os_event_wait.extracted_region",200,Recursive
"hypot",200,Closed
"hypotl",200,Closed
"internal_unregister_parm2",200,Recursive
"internal_unregister_sigex",200,Recursive
"internal_unregister_sigex",200,Recursive
"mbserver_futex_wake",200,Recursive
"mem_heap_get_freeblock_info",200,Closed
"mem_heap_get_freeblock_info.1.1_i32_2",200,Closed
"rcecb_unregister_parm2_handle",200,Recursive
"rcesn_unregister_sigex_handle",200,Recursive
"rcevt_unregister_sigex_handle",200,Recursive
"service_workloop",200,Recursive
"servreg_get_qdi_notif_node_state_change",200,Recursive
"set_baud_rate",200,Closed
"smem_get_addr",200,Closed
"timer_get_timer_parameter",200,Recursive
"uSleepLPR_apcrExit",200,Recursive
"uSleepTarget_disableWakeupTimer",200,Recursive
"Core_WorkQueueAlloc",192,Closed
"DALSYS_DeleteEventFromWorkLoop",192,Recursive
"GPIOMgr_GetDirectConnectGPIO",192,Recursive
"InterruptController_DalInterruptController_InterruptStatus",192,Recursive
"InterruptController_DalInterruptController_IsAnyInterruptPending",192,Recursive
"InterruptController_DalInterruptController_IsInterruptPending",192,Recursive
"InterruptController_InterruptStatus",192,Recursive
"InterruptController_IsAnyInterruptPending",192,Recursive
"InterruptController_IsInterruptPending",192,Recursive
"TLMM_DalTlmm_GpioIdOut",192,Recursive
"TLMM_DalTlmm_GpioOut",192,Recursive
"TLMM_DalTlmm_TristateGpioGroup",192,Recursive
"TLMM_GpioIdOut",192,Recursive
"TLMM_GpioOut",192,Recursive
"TLMM_GpioOutInternal",192,Recursive
"TLMM_TristateGpioGroup",192,Recursive
"Timetick_DalTimetick_GetMs",192,Recursive
"Timetick_GetMs",192,Recursive
"ULogFront_RealTimeVprintf",192,Recursive
"Uart_GetStatus",192,Recursive
"Uart_interrupt_close",192,Recursive
"_Erfc",192,Closed
"_FXp_addx",192,Closed
"_FXp_subx",192,Closed
"_LErfc",192,Closed
"_Strcollx",192,Closed
"dangergen_qos_enable_vote",192,Recursive
"erfcf",192,Closed
"err_smem_log_image_version",192,Closed
"exp2",192,Closed
"exp2l",192,Closed
"glink_lb_server_init.extracted_region",192,Recursive
"glink_lb_server_init.extracted_region.1.0_i32_1",192,Recursive
"glink_lb_server_timer_helper_cb",192,Recursive
"glinki_check_local_ch_exists",192,Recursive
"internal_unregister_parm0",192,Recursive
"lgamma_big",192,Closed
"lgamma_big",192,Closed
"rcesn_compare_ne_prev",192,Recursive
"read_rx_fifo",192,Closed
"service_dpc",192,Recursive
"servreg_mon_ack_timer_cb",192,Recursive
"smp2pi_add_tx_entry",192,Recursive
"uSleepLog_printf",192,Recursive
"utimer_drv_clr_64",192,Recursive
"vr_interrupt_deinit",192,Recursive
"DALSYS_MemAllocQurtRegion",184,Closed
"GPIOMgr_GetDirectConnectInterruptID",184,Recursive
"GPIOMgr_GetGPIOCurrentPD",184,Recursive
"GPIOMgr_LockGPIO",184,Recursive
"GPIOMgr_ReleaseDirectConnectGPIO",184,Recursive
"HAL_bimc_SetQosPriority",184,Closed
